source_time,target_time,source,target,count
6.5,7.0,Ectoderm,Hindbrain (r5-r8),3
6.5,7.0,Ectoderm,Hindbrain (r2-r4),4
6.5,7.0,Uncommitted,Head paraxial mesoderm,22
6.5,7.0,Lateral plate mesoderm,Endocardial cell,6
6.5,7.0,Presomitic mesoderm,Presomitic mesoderm,2
6.5,7.0,Mesoderm,Neural ectoderm,2
6.5,7.0,Uncommitted,Epidermal progenitor,26
6.5,7.0,Uncommitted,Pharyngeal mesoderm,8
6.5,7.0,Lateral plate mesoderm,Splanchnic mesoderm,3
6.5,7.0,Uncommitted,Nascent somite,2
6.5,7.0,Ectoderm,Otic placode,3
6.5,7.0,Blood,Megakaryocyte,10
6.5,7.0,Uncommitted,Endocardial cell,5
6.5,7.0,Uncommitted,Extraembryonic mesoderm,19
6.5,7.0,Endocardial cell,Endocardial cell,13
6.5,7.0,Pharyngeal endoderm,Pharyngeal endoderm,28
6.5,7.0,Second heart field,Second heart field,8
6.5,7.0,Mesoderm,Forelimb field,5
6.5,7.0,Mesoderm,Macrophage,5
6.5,7.0,Endoderm,Hepatoblast,12
6.5,7.0,Neural ectoderm,Spinal cord (cervical),6
6.5,7.0,Neural ectoderm,Floor plate,5
6.5,7.0,Endoderm,Spinal cord (thoracic),1
6.5,7.0,Neural ectoderm,Pharyngeal endoderm,1
6.5,7.0,Neural ectoderm,Midgut,1
6.5,7.0,Uncommitted,Intermediate mesoderm,6
6.5,7.0,Uncommitted,Axial progenitor,1
6.5,7.0,Amniotic ectoderm,Amniotic ectoderm,7
6.5,7.0,Otic placode,Otic placode,1
6.5,7.0,Mesoderm,Somatic mesoderm,15
6.5,7.0,Trigeminal ganglion neuron,Trigeminal ganglion neuron,1
6.5,7.0,Endoderm,Hindgut,10
6.5,7.0,Endoderm,Eye field,1
6.5,7.0,Roof plate,Roof plate,4
6.5,7.0,Splanchnic mesoderm,Splanchnic mesoderm,14
6.5,7.0,Mesoderm,Splanchnic mesoderm,15
6.5,7.0,Mesoderm,Amniotic ectoderm,1
6.5,7.0,Megakaryocyte,Megakaryocyte,10
6.5,7.0,Blood,Macrophage,12
6.5,7.0,Pharyngeal mesoderm,Pharyngeal mesoderm,9
6.5,7.0,Intermediate mesoderm,Intermediate mesoderm,7
6.5,7.0,Uncommitted,Neural crest,9
6.5,7.0,Ectoderm,Frontonasal mesenchyme,7
6.5,7.0,Neural ectoderm,Cranial neural crest,1
6.5,7.0,Uncommitted,Cranial motor neuron,2
6.5,7.0,Uncommitted,Hypaxial myogenic progenitor,2
6.5,7.0,Lateral plate mesoderm,Forelimb field,3
6.5,7.0,Hindbrain (r1),Hindbrain (r1),7
6.5,7.0,Ectoderm,Cranial neural crest,5
6.5,7.0,Mesoderm,Megakaryocyte,6
6.5,7.0,Blood,Hematopoietic progenitor,1
6.5,7.0,Hypaxial myogenic progenitor,Hypaxial myogenic progenitor,2
6.5,7.0,Neural ectoderm,Spinal cord interneuron,4
6.5,7.0,Ectoderm,Pharyngeal endoderm,1
6.5,7.0,Eye field,Eye field,6
6.5,7.0,Uncommitted,Foregut,10
6.5,7.0,Neural ectoderm,Eye field,5
6.5,7.0,Uncommitted,Olfactory placode,6
6.5,7.0,Uncommitted,Surface ectoderm,35
6.5,7.0,Lateral plate mesoderm,First heart field,21
6.5,7.0,Ectoderm,Dermomyotome,1
6.5,7.0,Juxtacardiac field,Juxtacardiac field,4
6.5,7.0,Uncommitted,Otic placode,2
6.5,7.0,Lateral plate mesoderm,Hypaxial myogenic progenitor,1
6.5,7.0,Mesoderm,Otic placode,1
6.5,7.0,Mesoderm,Otic sensory neuron,1
6.5,7.0,Mesoderm,Vagal neural crest,1
6.5,7.0,Uncommitted,Trigeminal placode,2
6.5,7.0,Uncommitted,Hypothalamus,7
6.5,7.0,Mesoderm,Hindbrain (r5-r8),1
6.5,7.0,Hindlimb field,Hindlimb field,2
6.5,7.0,Uncommitted,Hindgut,11
6.5,7.0,Uncommitted,Notochord,17
6.5,7.0,Paraxial mesoderm,Notochord,5
6.5,7.0,Neural ectoderm,Hindbrain (r5-r8),5
6.5,7.0,Neural ectoderm,Hindbrain (r1),3
6.5,7.0,Neural ectoderm,Cranial motor neuron,2
6.5,7.0,Paraxial mesoderm,Endothelial cell,3
6.5,7.0,Uncommitted,Lens placode,1
6.5,7.0,Lateral plate mesoderm,Epicardium,4
6.5,7.0,Ectoderm,Forelimb field,1
6.5,7.0,Mesoderm,Eye field,1
6.5,7.0,Uncommitted,Trunk neural crest,2
6.5,7.0,Uncommitted,Megakaryocyte,2
6.5,7.0,Arterial endothelial cell,Arterial endothelial cell,2
6.5,7.0,Uncommitted,Midbrain,2
6.5,7.0,Neural ectoderm,Spinal cord (thoracic),2
6.5,7.0,Endoderm,Hindbrain (r2-r4),1
6.5,7.0,Uncommitted,Epicardium,1
6.5,7.0,Neural ectoderm,Midbrain,2
6.5,7.0,Uncommitted,Arterial endothelial cell,4
6.5,7.0,Mesoderm,Nascent somite,1
6.5,7.0,Mesoderm,Telencephalon,1
6.5,7.0,Lateral plate mesoderm,Hindlimb field,1
6.5,7.0,Epibranchial placode,Epibranchial placode,2
6.5,7.0,Ectoderm,Dorsal root ganglion progenitor,1
6.5,7.0,Mesoderm,Midbrain,1
6.5,7.0,Paraxial mesoderm,First heart field,1
6.5,7.0,Uncommitted,Hepatoblast,8
6.5,7.0,Mesoderm,Periocular mesoderm,3
6.5,7.0,Mesoderm,Epidermal progenitor,2
6.5,7.0,Paraxial mesoderm,Forelimb field,1
6.5,7.0,Uncommitted,Amniotic ectoderm,10
6.5,7.0,Paraxial mesoderm,Macrophage,1
6.5,7.0,Ectoderm,Sclerotome,1
6.5,7.0,Ectoderm,Diencephalon,1
6.5,7.0,Ectoderm,Trunk neural crest,1
6.5,7.0,Hindbrain (isthmic organizer),Hindbrain (isthmic organizer),1
6.5,7.0,Ectoderm,Trigeminal placode,2
6.5,7.0,Paraxial mesoderm,Spinal cord (cervical),1
6.5,7.0,Mesoderm,Notochord,9
6.5,7.0,Uncommitted,Spinal cord interneuron,3
6.5,7.0,Neural ectoderm,Spinal cord (lumbar),1
6.5,7.0,Uncommitted,Spinal cord (lumbar),1
6.5,7.0,Lateral plate mesoderm,Dermomyotome,1
6.5,7.0,Mesoderm,Cranial neural crest,1
6.5,7.0,Endoderm,First heart field,1
6.5,7.0,Endoderm,Extraembryonic mesoderm,1
6.5,7.0,Endoderm,Epidermal progenitor,1
6.5,7.0,Somatic motor neuron,Somatic motor neuron,2
6.5,7.0,Mesoderm,Floor plate,1
6.5,7.0,Neural ectoderm,First heart field,1
6.5,7.0,Epicardium,Epicardium,2
6.5,7.0,Vagal neural crest,Vagal neural crest,2
6.5,7.0,Uncommitted,Trigeminal ganglion neuron,1
6.5,7.0,Uncommitted,Myotome,1
6.5,7.0,Periocular mesoderm,Periocular mesoderm,2
6.5,7.0,Paraxial mesoderm,Arterial endothelial cell,1
6.5,7.0,Mesoderm,Endothelial progenitor,1
6.5,7.0,Neural ectoderm,Head paraxial mesoderm,1
6.5,7.0,Neural ectoderm,Dermomyotome,1
6.5,7.0,Paraxial mesoderm,Telencephalon,1
6.5,7.0,Axial progenitor,Axial progenitor,1
6.5,7.0,Surface ectoderm,Trigeminal sensory neuron,1
6.5,7.0,Mesoderm,Juxtacardiac field,3
6.5,7.0,Endoderm,Sclerotome,1
6.5,7.0,Mesoderm,Pharyngeal endoderm,2
6.5,7.0,Uncommitted,Trigeminal sensory neuron,2
6.5,7.0,Spinal cord (sacral),Spinal cord (sacral),1
6.5,7.0,Neural crest,Hindbrain (r2-r4),1
6.5,7.0,Mesoderm,Foregut,2
6.5,7.0,Epibranchial sensory neuron,Epibranchial sensory neuron,1
6.5,7.0,Surface ectoderm,Lens placode,1
6.5,7.0,Sacral neural crest,Sacral neural crest,1
6.5,7.0,Endoderm,Spinal cord (cervical),1
6.5,7.0,Paraxial mesoderm,Nascent somite,2
6.5,7.0,Uncommitted,Hypothalamic neuron,1
6.5,7.0,Surface ectoderm,Spinal cord (lumbar),1
6.5,7.0,Midbrain neuron,Midbrain neuron,1
7.0,7.5,Paraxial mesoderm,Dermomyotome,31
7.0,7.5,Paraxial mesoderm,Sclerotome,157
7.0,7.5,Paraxial mesoderm,Paraxial mesoderm,540
7.0,7.5,Paraxial mesoderm,Myotome,3
7.0,7.5,Sclerotome,Sclerotome,202
7.0,7.5,Dermomyotome,Dermomyotome,34
7.0,7.5,Uncommitted,Uncommitted,455
7.0,7.5,Uncommitted,Paraxial mesoderm,208
7.0,7.5,Uncommitted,Neural ectoderm,350
7.0,7.5,Uncommitted,Spinal cord (cervical),43
7.0,7.5,Spinal cord (thoracic),Spinal cord (thoracic),21
7.0,7.5,Mesoderm,Pharyngeal mesoderm,57
7.0,7.5,Mesoderm,Second heart field,58
7.0,7.5,Mesoderm,First heart field,30
7.0,7.5,Mesoderm,Mesoderm,759
7.0,7.5,Mesoderm,Endothelial cell,153
7.0,7.5,Mesoderm,Lateral plate mesoderm,193
7.0,7.5,Somatic mesoderm,Somatic mesoderm,97
7.0,7.5,Endothelial cell,Endothelial cell,87
7.0,7.5,Spinal cord (cervical),Spinal cord (cervical),41
7.0,7.5,Neural ectoderm,Neural ectoderm,861
7.0,7.5,Ectoderm,Ectoderm,482
7.0,7.5,Ectoderm,Neural ectoderm,215
7.0,7.5,Ectoderm,Cranial neural crest,23
7.0,7.5,Ectoderm,Hindbrain (r5-r8),22
7.0,7.5,Hindbrain (r5-r8),Hindbrain (r5-r8),34
7.0,7.5,Hindbrain (r2-r4),Hindbrain (r2-r4),46
7.0,7.5,Ectoderm,Diencephalon,19
7.0,7.5,Spinal cord (lumbar),Spinal cord (lumbar),3
7.0,7.5,Paraxial mesoderm,Head paraxial mesoderm,161
7.0,7.5,Paraxial mesoderm,Endothelial cell,20
7.0,7.5,Head paraxial mesoderm,Head paraxial mesoderm,336
7.0,7.5,Neural ectoderm,Forelimb field,1
7.0,7.5,Neural ectoderm,Spinal cord (thoracic),17
7.0,7.5,Neural ectoderm,Hindbrain (r5-r8),38
7.0,7.5,Uncommitted,Presomitic mesoderm,13
7.0,7.5,Endoderm,Midgut,40
7.0,7.5,Endoderm,Foregut,53
7.0,7.5,Uncommitted,Hindgut,17
7.0,7.5,Uncommitted,Foregut,14
7.0,7.5,Uncommitted,Midgut,8
7.0,7.5,Endoderm,Endoderm,159
7.0,7.5,Foregut,Foregut,61
7.0,7.5,Midgut,Midgut,81
7.0,7.5,Neural ectoderm,Sclerotome,5
7.0,7.5,Uncommitted,Sclerotome,114
7.0,7.5,Uncommitted,Cranial motor neuron,6
7.0,7.5,Uncommitted,Floor plate,58
7.0,7.5,Paraxial mesoderm,Pharyngeal endoderm,1
7.0,7.5,Paraxial mesoderm,Foregut,1
7.0,7.5,Endoderm,Pharyngeal endoderm,53
7.0,7.5,Floor plate,Floor plate,62
7.0,7.5,Paraxial mesoderm,Floor plate,4
7.0,7.5,Neural ectoderm,Midbrain,34
7.0,7.5,Uncommitted,Trigeminal sensory neuron,5
7.0,7.5,Cranial motor neuron,Cranial motor neuron,6
7.0,7.5,Hypothalamus,Hypothalamus,20
7.0,7.5,Endoderm,Hindgut,26
7.0,7.5,Forelimb field,Forelimb field,28
7.0,7.5,Notochord,Notochord,99
7.0,7.5,Uncommitted,Mesoderm,246
7.0,7.5,Neural ectoderm,Cranial motor neuron,7
7.0,7.5,Neural ectoderm,Floor plate,40
7.0,7.5,Cranial neural crest,Cranial neural crest,15
7.0,7.5,Hepatoblast,Hepatoblast,45
7.0,7.5,Extraembryonic mesoderm,Extraembryonic mesoderm,249
7.0,7.5,Pharyngeal arch mesenchyme,Pharyngeal arch mesenchyme,67
7.0,7.5,Epidermal progenitor,Epidermal progenitor,98
7.0,7.5,Uncommitted,Forelimb field,16
7.0,7.5,Uncommitted,Pharyngeal arch mesenchyme,49
7.0,7.5,Frontonasal mesenchyme,Frontonasal mesenchyme,37
7.0,7.5,Myotome,Myotome,2
7.0,7.5,Mesoderm,Head paraxial mesoderm,133
7.0,7.5,Mesoderm,Paraxial mesoderm,173
7.0,7.5,Pharyngeal mesoderm,Pharyngeal mesoderm,42
7.0,7.5,Endocardial cell,Endocardial cell,40
7.0,7.5,Lateral plate mesoderm,Lateral plate mesoderm,402
7.0,7.5,Lateral plate mesoderm,Second heart field,41
7.0,7.5,Second heart field,Second heart field,42
7.0,7.5,Surface ectoderm,Otic sensory neuron,2
7.0,7.5,Surface ectoderm,Otic placode,4
7.0,7.5,Surface ectoderm,Surface ectoderm,115
7.0,7.5,Ectoderm,Trigeminal placode,30
7.0,7.5,Ectoderm,Otic placode,6
7.0,7.5,Ectoderm,Surface ectoderm,87
7.0,7.5,Ectoderm,Spinal cord interneuron,8
7.0,7.5,Ectoderm,Pharyngeal arch mesenchyme,157
7.0,7.5,Ectoderm,Somatic mesoderm,7
7.0,7.5,Ectoderm,Lateral plate mesoderm,3
7.0,7.5,Ectoderm,Spinal cord (thoracic),9
7.0,7.5,Ectoderm,Spinal cord (cervical),27
7.0,7.5,Ectoderm,Neural crest,126
7.0,7.5,Ectoderm,Hindbrain (r1),15
7.0,7.5,First heart field,First heart field,99
7.0,7.5,Uncommitted,Ectoderm,182
7.0,7.5,Uncommitted,Lateral plate mesoderm,120
7.0,7.5,Uncommitted,Diencephalon,5
7.0,7.5,Uncommitted,Midbrain neuron,2
7.0,7.5,Uncommitted,Hindbrain (r2-r4),39
7.0,7.5,Uncommitted,Hindbrain (r1),15
7.0,7.5,Uncommitted,Midbrain,8
7.0,7.5,Uncommitted,Neural crest,38
7.0,7.5,Uncommitted,Frontonasal mesenchyme,14
7.0,7.5,Diencephalon,Diencephalon,12
7.0,7.5,Uncommitted,Epidermal progenitor,89
7.0,7.5,Hindbrain (r1),Hindbrain (r1),17
7.0,7.5,Telencephalon,Telencephalon,83
7.0,7.5,Midbrain,Midbrain,14
7.0,7.5,Ectoderm,Midbrain neuron,6
7.0,7.5,Ectoderm,Frontonasal mesenchyme,108
7.0,7.5,Paraxial mesoderm,Intermediate mesoderm,3
7.0,7.5,Paraxial mesoderm,Somatic mesoderm,2
7.0,7.5,Paraxial mesoderm,Pharyngeal mesoderm,29
7.0,7.5,Mesoderm,Somatic mesoderm,79
7.0,7.5,Lateral plate mesoderm,Splanchnic mesoderm,41
7.0,7.5,Lateral plate mesoderm,Somatic mesoderm,52
7.0,7.5,Ectoderm,Olfactory placode,24
7.0,7.5,Ectoderm,Telencephalon,93
7.0,7.5,Ectoderm,Roof plate,12
7.0,7.5,Trigeminal placode,Trigeminal placode,9
7.0,7.5,Uncommitted,First heart field,7
7.0,7.5,Uncommitted,Intermediate mesoderm,13
7.0,7.5,Blood,Megakaryocyte,15
7.0,7.5,Blood,Blood,16
7.0,7.5,Uncommitted,Somatic mesoderm,91
7.0,7.5,Endoderm,Hepatoblast,35
7.0,7.5,Mesoderm,Sclerotome,62
7.0,7.5,Mesoderm,Juxtacardiac field,8
7.0,7.5,Mesoderm,Epicardium,3
7.0,7.5,Pharyngeal endoderm,Pharyngeal endoderm,115
7.0,7.5,Trigeminal sensory neuron,Trigeminal sensory neuron,5
7.0,7.5,Ectoderm,Vagal neural crest,8
7.0,7.5,Ectoderm,Paraxial mesoderm,2
7.0,7.5,Ectoderm,Dermomyotome,3
7.0,7.5,Ectoderm,Hypothalamus,3
7.0,7.5,Ectoderm,First heart field,1
7.0,7.5,Neural ectoderm,Hindbrain (r1),23
7.0,7.5,Neural ectoderm,Hindbrain (isthmic organizer),3
7.0,7.5,Neural ectoderm,Hindbrain (r2-r4),45
7.0,7.5,Neural ectoderm,Hypothalamus,25
7.0,7.5,Neural ectoderm,Eye field,17
7.0,7.5,Neural ectoderm,Notochord,3
7.0,7.5,Neural ectoderm,Cranial neural crest,3
7.0,7.5,Juxtacardiac field,Juxtacardiac field,13
7.0,7.5,Lateral plate mesoderm,Epicardium,14
7.0,7.5,Uncommitted,Endothelial cell,22
7.0,7.5,Uncommitted,Otic placode,7
7.0,7.5,Uncommitted,Dermomyotome,40
7.0,7.5,Somatic motor neuron,Somatic motor neuron,6
7.0,7.5,Uncommitted,Hindbrain (r5-r8),25
7.0,7.5,Olfactory placode,Olfactory placode,17
7.0,7.5,Surface ectoderm,Trigeminal placode,7
7.0,7.5,Surface ectoderm,Olfactory placode,3
7.0,7.5,Epibranchial placode,Epibranchial placode,7
7.0,7.5,Ectoderm,Epidermal progenitor,55
7.0,7.5,Ectoderm,Epibranchial placode,3
7.0,7.5,Ectoderm,Extraembryonic mesoderm,1
7.0,7.5,Mesoderm,Frontonasal mesenchyme,2
7.0,7.5,Mesoderm,Periocular mesoderm,11
7.0,7.5,Surface ectoderm,Trigeminal sensory neuron,4
7.0,7.5,Neural ectoderm,Diencephalon,19
7.0,7.5,Vagal neural crest,Vagal neural crest,4
7.0,7.5,Surface ectoderm,Epidermal progenitor,38
7.0,7.5,Neural ectoderm,Spinal cord (cervical),27
7.0,7.5,Uncommitted,Spinal cord (thoracic),29
7.0,7.5,Uncommitted,Cranial neural crest,7
7.0,7.5,Uncommitted,Vagal neural crest,2
7.0,7.5,Uncommitted,Autonomic progenitor,3
7.0,7.5,Mesoderm,Dermomyotome,33
7.0,7.5,Ectoderm,Trunk neural crest,5
7.0,7.5,Neural crest,Neural crest,53
7.0,7.5,Neural crest,Dorsal root ganglion progenitor,1
7.0,7.5,Neural crest,Trigeminal ganglion neuron,4
7.0,7.5,Neural crest,Pharyngeal arch mesenchyme,33
7.0,7.5,Neural crest,Cranial neural crest,6
7.0,7.5,Paraxial mesoderm,Hypaxial myogenic progenitor,3
7.0,7.5,Paraxial mesoderm,Hindbrain (r2-r4),1
7.0,7.5,Spinal cord interneuron,Spinal cord interneuron,13
7.0,7.5,Neural ectoderm,Telencephalon,47
7.0,7.5,Ectoderm,Autonomic progenitor,13
7.0,7.5,Neural crest,Trigeminal placode,1
7.0,7.5,Neural crest,Frontonasal mesenchyme,17
7.0,7.5,Ectoderm,Eye field,11
7.0,7.5,Hindgut,Hindgut,63
7.0,7.5,Mesoderm,Notochord,14
7.0,7.5,Mesoderm,Mesothelium,1
7.0,7.5,Mesoderm,Splanchnic mesoderm,60
7.0,7.5,Mesoderm,Forelimb field,22
7.0,7.5,Eye field,Eye field,23
7.0,7.5,Uncommitted,Surface ectoderm,91
7.0,7.5,Uncommitted,Spinal cord interneuron,14
7.0,7.5,Uncommitted,Roof plate,4
7.0,7.5,Uncommitted,Spinal cord (lumbar),8
7.0,7.5,Trunk neural crest,Trunk neural crest,4
7.0,7.5,Uncommitted,Axial progenitor,3
7.0,7.5,Splanchnic mesoderm,Splanchnic mesoderm,48
7.0,7.5,Hindbrain (isthmic organizer),Hindbrain (isthmic organizer),3
7.0,7.5,Ectoderm,Hindbrain (r2-r4),32
7.0,7.5,Neural ectoderm,Spinal cord interneuron,10
7.0,7.5,Macrophage,Macrophage,79
7.0,7.5,Lateral plate mesoderm,Extraembryonic mesoderm,2
7.0,7.5,Lateral plate mesoderm,Endothelial cell,7
7.0,7.5,Ectoderm,Trigeminal ganglion neuron,4
7.0,7.5,Presomitic mesoderm,Presomitic mesoderm,7
7.0,7.5,Nascent somite,Nascent somite,8
7.0,7.5,Ectoderm,Presomitic mesoderm,2
7.0,7.5,Ectoderm,Nascent somite,1
7.0,7.5,Uncommitted,Primordial germ cell,1
7.0,7.5,Uncommitted,Hypothalamus,12
7.0,7.5,Uncommitted,Head paraxial mesoderm,35
7.0,7.5,Lateral plate mesoderm,First heart field,47
7.0,7.5,Lateral plate mesoderm,Dermomyotome,1
7.0,7.5,Uncommitted,Spinal cord (sacral),5
7.0,7.5,Ectoderm,Pharyngeal mesoderm,1
7.0,7.5,Lateral plate mesoderm,Sclerotome,1
7.0,7.5,Otic placode,Otic placode,7
7.0,7.5,Surface ectoderm,Spinal cord (thoracic),1
7.0,7.5,Ectoderm,Otic sensory neuron,1
7.0,7.5,Megakaryocyte,Megakaryocyte,41
7.0,7.5,Uncommitted,Juxtacardiac field,2
7.0,7.5,Uncommitted,Pharyngeal endoderm,32
7.0,7.5,Uncommitted,Endoderm,15
7.0,7.5,Mesoderm,Pharyngeal endoderm,4
7.0,7.5,Mesoderm,Hypothalamus,1
7.0,7.5,Mesoderm,Epidermal progenitor,5
7.0,7.5,Mesoderm,Spinal cord (cervical),1
7.0,7.5,Uncommitted,Amniotic ectoderm,26
7.0,7.5,Endoderm,Head paraxial mesoderm,1
7.0,7.5,Endoderm,Endothelial progenitor,1
7.0,7.5,Endoderm,Otic sensory neuron,1
7.0,7.5,Intermediate mesoderm,Intermediate mesoderm,16
7.0,7.5,Axial progenitor,Axial progenitor,1
7.0,7.5,Uncommitted,Nascent somite,9
7.0,7.5,Amniotic ectoderm,Amniotic ectoderm,29
7.0,7.5,Uncommitted,Notochord,17
7.0,7.5,Uncommitted,Trunk neural crest,3
7.0,7.5,Uncommitted,Sacral neural crest,2
7.0,7.5,Trigeminal ganglion neuron,Trigeminal ganglion neuron,1
7.0,7.5,Uncommitted,Splanchnic mesoderm,27
7.0,7.5,Ectoderm,Midbrain,14
7.0,7.5,Mesoderm,Intermediate mesoderm,19
7.0,7.5,Neural ectoderm,Hypothalamic neuron,3
7.0,7.5,Paraxial mesoderm,Presomitic mesoderm,2
7.0,7.5,Ectoderm,Dorsal root ganglion neuron,3
7.0,7.5,Neural ectoderm,Roof plate,2
7.0,7.5,Roof plate,Roof plate,6
7.0,7.5,Ectoderm,Head paraxial mesoderm,1
7.0,7.5,Mesoderm,Endocardial cell,25
7.0,7.5,Mesoderm,Arterial endothelial cell,19
7.0,7.5,Mesoderm,Hypaxial myogenic progenitor,5
7.0,7.5,Mesoderm,Amniotic ectoderm,3
7.0,7.5,Blood,Macrophage,22
7.0,7.5,Blood,Hematopoietic progenitor,4
7.0,7.5,Ectoderm,Epibranchial sensory neuron,2
7.0,7.5,Hypaxial myogenic progenitor,Hypaxial myogenic progenitor,4
7.0,7.5,Uncommitted,Hypaxial myogenic progenitor,2
7.0,7.5,Uncommitted,Telencephalon,34
7.0,7.5,Lateral plate mesoderm,Trigeminal placode,1
7.0,7.5,Lateral plate mesoderm,Forelimb field,18
7.0,7.5,Lateral plate mesoderm,Endothelial progenitor,1
7.0,7.5,Surface ectoderm,Pharyngeal arch mesenchyme,1
7.0,7.5,Hematopoietic progenitor,Hematopoietic progenitor,2
7.0,7.5,Mesoderm,Myotome,2
7.0,7.5,Uncommitted,Somatic motor neuron,5
7.0,7.5,Neural ectoderm,First heart field,2
7.0,7.5,Uncommitted,Trigeminal placode,14
7.0,7.5,Lateral plate mesoderm,Endocardial cell,25
7.0,7.5,Paraxial mesoderm,Splanchnic mesoderm,2
7.0,7.5,Otic sensory neuron,Otic sensory neuron,1
7.0,7.5,Mesoderm,Presomitic mesoderm,3
7.0,7.5,Mesoderm,Hindlimb field,3
7.0,7.5,Lateral plate mesoderm,Juxtacardiac field,10
7.0,7.5,Paraxial mesoderm,First heart field,2
7.0,7.5,Hindlimb field,Hindlimb field,4
7.0,7.5,Uncommitted,Eye field,11
7.0,7.5,Mesoderm,Extraembryonic mesoderm,71
7.0,7.5,Neural crest,Vagal neural crest,1
7.0,7.5,Neural crest,Autonomic progenitor,2
7.0,7.5,Uncommitted,Hepatoblast,3
7.0,7.5,Mesoderm,Floor plate,2
7.0,7.5,Paraxial mesoderm,Endocardial cell,1
7.0,7.5,Paraxial mesoderm,Juxtacardiac field,1
7.0,7.5,Neural ectoderm,Nascent somite,1
7.0,7.5,Neural ectoderm,Spinal cord (lumbar),2
7.0,7.5,Surface ectoderm,Epibranchial sensory neuron,1
7.0,7.5,Ectoderm,Endothelial cell,1
7.0,7.5,Neural crest,Trigeminal sensory neuron,1
7.0,7.5,Lens placode,Lens placode,4
7.0,7.5,Surface ectoderm,Lens placode,2
7.0,7.5,Surface ectoderm,Epibranchial placode,2
7.0,7.5,Epicardium,Epicardium,9
7.0,7.5,Endoderm,Sclerotome,1
7.0,7.5,Uncommitted,Olfactory placode,9
7.0,7.5,Ectoderm,Sclerotome,1
7.0,7.5,Ectoderm,Hypothalamic neuron,1
7.0,7.5,Mesoderm,Hemogenic endothelium,2
7.0,7.5,Neural ectoderm,Midbrain neuron,3
7.0,7.5,Neural ectoderm,Olfactory placode,2
7.0,7.5,Ectoderm,Foregut,1
7.0,7.5,Arterial endothelial cell,Arterial endothelial cell,12
7.0,7.5,Ectoderm,Hindbrain (isthmic organizer),2
7.0,7.5,Ectoderm,Trigeminal sensory neuron,6
7.0,7.5,Ectoderm,Amniotic ectoderm,21
7.0,7.5,Mesoderm,Spinal cord (lumbar),1
7.0,7.5,Paraxial mesoderm,Notochord,7
7.0,7.5,Neural ectoderm,Dermomyotome,1
7.0,7.5,Neural ectoderm,Somatic motor neuron,4
7.0,7.5,Dorsal root ganglion progenitor,Dorsal root ganglion progenitor,1
7.0,7.5,Mesoderm,Allantois,1
7.0,7.5,Uncommitted,Periocular mesoderm,1
7.0,7.5,Endoderm,Dermomyotome,1
7.0,7.5,Periocular mesoderm,Periocular mesoderm,6
7.0,7.5,Uncommitted,Extraembryonic mesoderm,11
7.0,7.5,Uncommitted,Hindlimb field,7
7.0,7.5,Lateral plate mesoderm,Arterial endothelial cell,4
7.0,7.5,Uncommitted,Pharyngeal mesoderm,7
7.0,7.5,Uncommitted,Endocardial cell,5
7.0,7.5,Neural ectoderm,Pharyngeal mesoderm,1
7.0,7.5,Surface ectoderm,Forelimb field,1
7.0,7.5,Neural ectoderm,Pharyngeal endoderm,2
7.0,7.5,Ectoderm,Hepatoblast,1
7.0,7.5,Paraxial mesoderm,Periocular mesoderm,10
7.0,7.5,Mesoderm,Surface ectoderm,1
7.0,7.5,Mesoderm,Dorsal root ganglion progenitor,1
7.0,7.5,Mesoderm,Pharyngeal arch mesenchyme,2
7.0,7.5,Mesoderm,Endothelial progenitor,8
7.0,7.5,Neural ectoderm,Endocardial cell,1
7.0,7.5,Neural ectoderm,Extraembryonic mesoderm,1
7.0,7.5,Mesoderm,Blood,2
7.0,7.5,Uncommitted,Otic sensory neuron,3
7.0,7.5,Uncommitted,Second heart field,8
7.0,7.5,Paraxial mesoderm,Hindbrain (r1),1
7.0,7.5,Endothelial progenitor,Endothelial progenitor,2
7.0,7.5,Neural ectoderm,Macrophage,2
7.0,7.5,Neural ectoderm,Hematopoietic progenitor,1
7.0,7.5,Neural ectoderm,Epidermal progenitor,1
7.0,7.5,Neural crest,Roof plate,1
7.0,7.5,Ectoderm,Dorsal root ganglion progenitor,1
7.0,7.5,Mesoderm,Hepatoblast,2
7.0,7.5,Mesoderm,Megakaryocyte,4
7.0,7.5,Mesoderm,Macrophage,6
7.0,7.5,Ectoderm,Splanchnic mesoderm,1
7.0,7.5,Surface ectoderm,Endothelial cell,1
7.0,7.5,Uncommitted,Arterial endothelial cell,3
7.0,7.5,Spinal cord (sacral),Spinal cord (sacral),2
7.0,7.5,Epibranchial sensory neuron,Epibranchial sensory neuron,2
7.0,7.5,Sacral neural crest,Sacral neural crest,1
7.0,7.5,Mesoderm,Foregut,2
7.0,7.5,Mesoderm,Endoderm,2
7.0,7.5,Uncommitted,Trigeminal ganglion neuron,3
7.0,7.5,Paraxial mesoderm,Nascent somite,4
7.0,7.5,Hypothalamic neuron,Hypothalamic neuron,2
7.0,7.5,Midbrain neuron,Midbrain neuron,2
7.5,8.0,Dermomyotome,Dermomyotome,152
7.5,8.0,Sclerotome,Sclerotome,987
7.5,8.0,Paraxial mesoderm,Paraxial mesoderm,1533
7.5,8.0,Paraxial mesoderm,Sclerotome,1034
7.5,8.0,Paraxial mesoderm,Dermomyotome,388
7.5,8.0,Paraxial mesoderm,Hypaxial myogenic progenitor,40
