source,target,value,norm_value,z_score,norm_value_var,p_value,source_n,target_n,top5_for,proposed_explanation,novelty
Autonomic progenitor,Endocardial cell,5.736093865230877,-0.18818747392635368,-8.705585741031404,0.0031222079054556246,0.0,3416,1558,,,
Autonomic progenitor,Endothelial cell,6.173609256264798,-0.19592436563782675,-13.256954468508093,0.0011828596457578793,0.0,3416,9605,,,
Autonomic progenitor,Endothelial progenitor,6.198295685772664,-0.048175912891104566,-2.288316421457178,0.00013904260629269495,0.09,3416,1988,,,
Autonomic progenitor,Epibranchial placode,6.10746797244013,0.2849958426113212,16.31042694952608,0.008004589829715435,0.0,3416,3606,,,
Autonomic progenitor,Epibranchial sensory neuron,6.011818719906799,0.22597690110580584,9.205556741749248,0.014612650048496774,0.01,3416,1270,,,
Autonomic progenitor,Epicardium,5.797585929427602,-0.0803581957997741,-3.651218339785391,0.0031593084084181005,0.53,3416,1288,,,
Autonomic progenitor,Epidermal progenitor,6.490878075138756,0.3680358491501394,26.115371518211834,0.0034915862066481323,0.0,3416,24337,,,
Autonomic progenitor,Extraembryonic mesoderm,5.733741843342863,-0.16784179440225255,-11.36423100161746,0.01845281394564827,0.36,3416,5300,,,
Autonomic progenitor,Eye field,6.0052614102256,-0.12840982099848505,-9.120813035722671,0.005501853056411692,0.0,3416,8896,,,
Autonomic progenitor,First heart field,5.750220703282807,-0.17377068482131897,-7.384726374918928,0.005231534007075624,0.0,3416,1531,,,
Autonomic progenitor,Floor plate,5.783093331151282,-0.45560241709971167,-33.47295100847354,0.0014745710625417156,0.0,3416,16788,,,
Autonomic progenitor,Foregut,5.403330862951699,-0.32173161512203247,-15.102991464530055,0.0031253210957555054,0.0,3416,2432,,,
Autonomic progenitor,Forelimb field,6.094824301581962,-0.06593217402522988,-5.347903231883383,0.0017912829906968964,0.07,3416,25891,,,
Autonomic progenitor,Frontonasal mesenchyme,6.375507824968367,0.21111973468553766,15.562151571293606,0.002222125044425996,0.0,3416,24672,,,
Autonomic progenitor,Head paraxial mesoderm,5.898125962541475,-0.23513411620697244,-18.435809196333544,0.009268384337682093,0.0,3416,32981,,,
Autonomic progenitor,Hematopoietic progenitor,5.19293259376413,-0.18775360872092564,-2.0835012053670603,0.0016117590265488574,0.06,3416,87,,,
Autonomic progenitor,Hemogenic endothelium,5.643282029369861,0.06367194553773074,1.1300650930878813,0.002280329185897788,0.65,3416,141,,,
Autonomic progenitor,Hepatoblast,5.26354905764428,-0.3403837904228609,-12.657589389668084,0.00042340354659697974,0.0,3416,1255,,,
Autonomic progenitor,Hindbrain (isthmic organizer),5.9806031218507485,-0.1800261933222762,-9.537189383067757,0.010815335949703436,0.0,3416,3921,,,
Autonomic progenitor,Hindbrain (r1),6.217109141925057,-0.07170506264436434,-4.465374152174459,0.004575655733292947,0.43,3416,16440,,,
Autonomic progenitor,Hindbrain (r2-r4),6.447125940334838,0.059019436756679276,4.476450862759656,0.004020862342294051,0.71,3416,26863,,,
Autonomic progenitor,Hindbrain (r5-r8),6.695852940040975,0.2827321589622332,19.069125621199543,0.018359752187490037,0.0,3416,28972,,,
Autonomic progenitor,Hindgut,5.424100426844075,-0.24788011700806992,-13.420255629006105,0.0011834231407809252,0.0,3416,3029,,,
Autonomic progenitor,Hindlimb field,6.380282024316922,0.2602752723518866,15.733005781397404,0.00786339402684227,0.0,3416,6150,,,
Autonomic progenitor,Hypaxial myogenic progenitor,5.980796529894408,-0.21352634735198053,-12.693567450677577,0.0017703281971223673,0.0,3416,5322,,,
Autonomic progenitor,Hypothalamic neuron,5.68224786589673,-0.3378764449886263,-15.25766459853326,0.0007528445857798968,0.0,3416,1528,,,
Autonomic progenitor,Hypothalamus,5.731478840740678,-0.30755197361331515,-20.54354240225447,0.00232994290840948,0.0,3416,7652,,,
Autonomic progenitor,Intermediate mesoderm,6.475950191634783,0.15826392860863572,10.0943056533449,0.0050569911651650225,0.0,3416,10656,,,
Autonomic progenitor,Juxtacardiac field,5.719978676886991,-0.10728856354244905,-4.883217437721907,0.0054437820723797145,0.25,3416,1386,,,
Autonomic progenitor,Lens placode,6.065532559744994,0.17253043528954817,9.212458864911119,0.021316389274310246,0.0,3416,2811,,,
Autonomic progenitor,Macrophage,5.267616415125436,-0.22819532619700342,-8.541397094428818,0.0016142912531643778,0.0,3416,966,,,
Autonomic progenitor,Megakaryocyte,5.396231899848534,-0.21510048641469717,-6.088327435433281,0.01668477470737631,0.09,3416,482,,,
Autonomic progenitor,Mesothelium,5.727071574234567,-0.07091656518083737,-1.482258087604044,0.002665157234443967,0.47,3416,346,,,
Autonomic progenitor,Midbrain,6.0978583180477335,-0.151151775284409,-10.902140022362873,0.00025081526293709646,0.0,3416,21466,,,
Autonomic progenitor,Midbrain neuron,6.112972244473698,-0.10873968850836994,-5.89124443753774,0.00042959754659493055,0.0,3416,4463,,,
Autonomic progenitor,Midgut,5.394021361939419,-0.2800649233689973,-12.52254364328845,0.005119961275393178,0.0,3416,1667,,,
Autonomic progenitor,Myotome,5.881566438206588,-0.31294732554156823,-16.346006926341175,0.005117815549478678,0.0,3416,2201,,,
Autonomic progenitor,Nascent somite,6.336504604116803,0.06992414118538814,4.335069930586168,6.202118697565208e-05,0.0,3416,6475,,,
Autonomic progenitor,Notochord,5.465979869390407,-0.28335353741299585,-10.031862802111421,0.029679942307933756,0.0,3416,956,,,
Autonomic progenitor,Olfactory placode,6.204234373439813,0.23229001086092863,12.306967849665577,0.014508890673575602,0.0,3416,5872,,,
Autonomic progenitor,Olfactory sensory neuron,5.956202232986059,0.19379103788968907,4.359657387219442,0.006908861261027817,0.01,3416,389,,,
Autonomic progenitor,Otic placode,6.240967186923792,0.40145190664791536,18.430777150650467,0.021748313259777174,0.0,3416,2365,,,
Autonomic progenitor,Otic sensory neuron,6.036087523398083,0.3002061873009234,9.891897859130408,0.03642968818879913,0.0,3416,974,,,
Autonomic progenitor,Periocular mesoderm,5.405823053957395,-0.2481982341768898,-9.96271655174566,0.010085152257316187,0.0,3416,1739,,,
Autonomic progenitor,Pharyngeal arch mesenchyme,6.979712525152077,0.7186480370953845,53.33490459290321,0.0019600099076358766,0.0,3416,39085,Pharyngeal arch mesenchyme,"Autonomic neuron progenitors and pharyngeal arch mesenchyme (ectomesenchyme) are both neural crest derivatives, sharing ancestry through a common cranial/cardiac-vagal neural crest progenitor pool that delaminates from the dorsal neural tube and migrates ventrally.",2
Autonomic progenitor,Pharyngeal endoderm,5.52022193969314,-0.29764141840578784,-19.548212989075836,0.005283799008279097,0.0,3416,5045,,,
Autonomic progenitor,Pharyngeal mesoderm,5.818189887815991,-0.20688007438284176,-15.733456438569903,0.01059496505510025,0.0,3416,7691,,,
Autonomic progenitor,Presomitic mesoderm,6.402359988352861,0.1181251997608787,7.67511901089414,0.004251629088409445,0.0,3416,8521,,,
Autonomic progenitor,Primordial germ cell,4.6595625763273265,-0.3255141023949446,-2.4555011935980042,0.0006915960921775431,0.07,2122,25,,,
Autonomic progenitor,Roof plate,7.112268281877849,0.793811012598372,44.12621523414604,0.0009349882975599962,0.0,3416,6035,,,
Autonomic progenitor,Sacral neural crest,6.724500068882398,0.6822791762206419,29.367230532726442,0.017649326947092685,0.0,3416,2156,,,
Autonomic progenitor,Sclerotome,6.209161129482157,-0.2686115623943654,-20.693630219921502,0.0006574675609400695,0.0,3416,74334,,,
Autonomic progenitor,Second heart field,5.937570587755385,-0.10641550226481566,-7.37797130283075,0.011457270561561313,0.34,3416,6952,,,
Autonomic progenitor,Somatic mesoderm,6.520363404982464,0.058648001231950055,3.949303094702461,0.007006087876475178,0.02,3416,66151,,,
Autonomic progenitor,Somatic motor neuron,5.953817807166662,-0.3008677966869418,-16.824133724809208,0.00843576330317113,0.0,3416,6559,,,
Autonomic progenitor,Spinal cord (cervical),7.032548661958045,0.5739927122144692,40.27125316521066,0.006122697654626794,0.0,3416,41051,,,
Autonomic progenitor,Spinal cord (lumbar),6.493116768418478,0.17861397124541542,12.435590407820948,0.008359308119381176,0.0,3416,12722,,,
Autonomic progenitor,Spinal cord (sacral),6.383582770327763,0.13371438916346592,7.685673278199924,0.004746372690000852,0.0,3416,5351,,,
Autonomic progenitor,Spinal cord (thoracic),6.675421871741762,0.2852126930707133,22.65536463694615,0.009510503139185746,0.0,3416,35061,,,
Autonomic progenitor,Spinal cord interneuron,6.8178644177795595,0.2870840726978541,18.363552955423454,0.007249197148740736,0.0,3416,12470,,,
Autonomic progenitor,Splanchnic mesoderm,6.35648486072463,-0.01860429037065951,-1.4376069592869163,0.001240829113220481,0.29,3416,21642,,,
Autonomic progenitor,Surface ectoderm,5.9224538982869035,0.1309618899868671,6.256189643348986,0.0006778000799504188,0.0,3416,2649,,,
Autonomic progenitor,Telencephalon,6.269640464373391,-0.0035906169165720314,-0.6859745929541141,0.0008349290337715905,0.67,3416,34300,,,
Autonomic progenitor,Trigeminal ganglion neuron,6.166423578073151,0.2379808359107196,10.143302018906974,0.01504726302965009,0.0,3416,1765,,,
Autonomic progenitor,Trigeminal placode,6.443856135767864,0.37278471565270327,20.96335837035604,0.0021365493080001607,0.0,3416,6546,,,
Autonomic progenitor,Trigeminal sensory neuron,6.179471315451029,0.2119051097665139,10.296862803098952,0.007661367645839053,0.0,3416,3198,,,
Autonomic progenitor,Trunk neural crest,7.373201129962155,1.2238715787331989,70.72927588688542,0.0024657413814460974,0.0,3416,6809,Autonomic progenitor; Trunk neural crest,"Trunk neural crest cells migrating ventrally along the sympathoadrenal pathway are the direct progenitors of autonomic (sympathetic) neurons, so the two cell types are sequential stages of a single neural-crest-derived lineage sharing a common recent progenitor pool.",1
Autonomic progenitor,Vagal neural crest,7.90361766335193,1.742292451496528,96.89688663991653,0.0006073353339520456,0.0,3416,4937,Autonomic progenitor; Vagal neural crest,"Autonomic progenitors are direct descendants of neural crest, and vagal (post-otic) neural crest is a well-established source of autonomic (parasympathetic/enteric and sympathoadrenal) neurons via a shared SOX10+/PHOX2B+ crest-derived progenitor pool, so the two cell types lie on the same delaminating-crest-to-autonomic-neuron lineage.",1
Axial progenitor,Axial progenitor,9.500000000008262,-4.144832625267251e-15,-5.3278401826726956e-05,2.2824375524394607e-28,1.0,3170,3170,,,
Axial progenitor,Cranial motor neuron,6.318280569534001,0.07785242463222275,3.3470042146731234,0.0053134612172307865,0.86,3170,3730,,,
Axial progenitor,Cranial neural crest,6.33211661839363,-0.1187677814305846,-7.682897109569475,0.0015740684423626835,0.0,3170,9523,,,
Axial progenitor,Dermomyotome,7.192708275626949,0.5016010884644606,35.416474176256564,0.0035190472132862966,0.0,3170,47263,,,
Axial progenitor,Diencephalon,6.207464647798441,-0.1657528183588631,-11.119478077023535,0.003720805533310074,0.0,3170,14353,,,
Axial progenitor,Dorsal root ganglion neuron,6.320934359180044,0.17364571647609198,6.407582979348123,0.005211673786930108,0.0,3170,1179,,,
Axial progenitor,Dorsal root ganglion progenitor,6.398601712114764,0.23141661647577058,7.602673750271275,0.01373444346504308,0.0,3170,921,,,
Axial progenitor,Endocardial cell,5.817555534701259,-0.29377607111168214,-13.473439568933422,0.003285461815270209,0.0,3170,1558,,,
Axial progenitor,Endothelial cell,6.321813672590409,-0.23528384864699495,-16.40345103584908,0.00577707332104921,0.0,3170,9605,,,
Axial progenitor,Endothelial progenitor,6.383596981544343,-0.051110452424260856,-2.446295352204391,0.002198015630854825,0.76,3170,1988,,,
Axial progenitor,Epibranchial placode,5.797118729775275,-0.21167098958122152,-10.881048032704077,0.0011031476771315967,0.0,3170,3606,,,
Axial progenitor,Epibranchial sensory neuron,5.752917790597924,-0.2172027390213843,-6.94439338696682,0.01830506159753631,0.0,3170,1270,,,
Axial progenitor,Epicardium,5.769302314328143,-0.295465226832345,-11.425971514570918,0.002608772096067352,0.0,3170,1288,,,
Axial progenitor,Epidermal progenitor,6.173815619570779,-0.13518343047669865,-8.715108175255832,0.004517485204426254,0.0,3170,24337,,,
Axial progenitor,Extraembryonic mesoderm,5.759328667582466,-0.33057585119558236,-21.16928087592129,0.001086124649608504,0.0,3170,5300,,,
Axial progenitor,Eye field,6.174932165963702,-0.14333080453283742,-8.707509928552096,0.00392686566636657,0.0,3170,8896,,,
Axial progenitor,First heart field,5.801769022190514,-0.3119825342894318,-14.869218078726691,0.0035025510983566505,0.0,3170,1531,,,
Axial progenitor,Floor plate,6.573919127428376,0.14984998092718657,9.09698533829916,0.0018448136794977246,0.0,3170,16788,,,
Axial progenitor,Foregut,5.5382328667937735,-0.3728146523518685,-18.03918752824836,0.01803065163660442,0.0,3170,2432,,,
Axial progenitor,Forelimb field,6.230769520561515,-0.1139569755244872,-8.716204574962548,0.004560155846032893,0.0,3170,25891,,,
Axial progenitor,Frontonasal mesenchyme,6.152336385039255,-0.19760830213277134,-14.346040899687468,0.0010273180455968017,0.0,3170,24672,,,
Axial progenitor,Head paraxial mesoderm,6.074762612945734,-0.24360075324251618,-18.29303141133237,0.00012105732395465945,0.0,3170,32981,,,
Axial progenitor,Hematopoietic progenitor,5.218001985073863,-0.3392641328011816,-3.826498443359475,0.011666689504894792,0.01,3170,87,,,
Axial progenitor,Hemogenic endothelium,5.54499203327484,-0.21748209190813986,-3.012733579689501,0.0036247088336547975,0.03,3170,141,,,
Axial progenitor,Hepatoblast,5.459890397154031,-0.3317128059097598,-11.461553291462815,0.021653718402606287,0.0,3170,1255,,,
Axial progenitor,Hindbrain (isthmic organizer),6.200850319133679,-0.14495749595122062,-8.359289212413247,0.0038886348923765756,0.0,3170,3921,,,
Axial progenitor,Hindbrain (r1),6.375846075861291,-0.09900039109517215,-5.928776434757073,0.004752249927600924,0.18,3170,16440,,,
Axial progenitor,Hindbrain (r2-r4),6.639347985067062,0.0672250095280873,5.166614119670427,0.005273773643880129,0.26,3170,26863,,,
Axial progenitor,Hindbrain (r5-r8),6.810534074092046,0.21229958991312436,13.914848247389722,0.0011438760184742489,0.0,3170,28972,,,
Axial progenitor,Hindgut,5.61837619132455,-0.2388172428716627,-12.299571254401984,0.0025089050176818044,0.0,3170,3029,,,
Axial progenitor,Hindlimb field,6.424837986685346,0.12003841239964815,6.635620568524254,0.009499921620308419,0.42,3170,6150,,,
Axial progenitor,Hypaxial myogenic progenitor,6.297901722323215,-0.08274259927250831,-5.257978841561738,0.0026838095075185607,0.12,3170,5322,,,
Axial progenitor,Hypothalamic neuron,6.097149768098542,-0.108396509172211,-4.7131035134308705,0.006213302602135999,0.49,3170,1528,,,
Axial progenitor,Hypothalamus,6.103051273217054,-0.12143309968251022,-7.0264056673246005,0.0029936578817757065,0.0,3170,7652,,,
Axial progenitor,Intermediate mesoderm,6.745862900798166,0.24067189277001097,14.624213795388643,0.0009019636864215844,0.0,3170,10656,,,
Axial progenitor,Juxtacardiac field,5.74929331249542,-0.26386501170469057,-10.838797643364652,0.006709521350365605,0.0,3170,1386,,,
Axial progenitor,Lens placode,5.882971160695438,-0.19746311938706076,-9.770425313354997,0.0063829405393134525,0.0,3170,2811,,,
Axial progenitor,Macrophage,5.329321396564014,-0.35302856289596135,-11.203021353181283,0.010132631293210312,0.0,3170,966,,,
Axial progenitor,Megakaryocyte,5.3997359961922955,-0.39615219504155136,-10.158157107365748,0.0022658855451161875,0.0,3170,482,,,
Axial progenitor,Mesothelium,5.851504626951322,-0.13483404475288374,-2.9083326833677248,0.008246205806390594,0.37,3170,346,,,
Axial progenitor,Midbrain,6.305083424874567,-0.13144495302379244,-8.459253960117358,0.0017338714654510357,0.0,3170,21466,,,
Axial progenitor,Midbrain neuron,6.242855694995356,-0.16342492095574013,-9.38106380654681,0.006337330513272453,0.0,3170,4463,,,
Axial progenitor,Midgut,5.492105146644836,-0.3679508484117253,-17.843788312790092,0.011874960222190806,0.0,3170,1667,,,
Axial progenitor,Myotome,6.359378590363466,-0.023179766508404736,-1.2223230173412722,0.008663997352928875,0.01,3170,2201,,,
Axial progenitor,Nascent somite,7.614839156274592,1.164582659145361,71.06283733889823,0.005879568187926411,0.0,3170,6475,Axial progenitor; Nascent somite,"Axial progenitors include neuromesodermal progenitors (NMPs) in the caudal epiblast/tailbud that bipotentially generate paraxial (presomitic) mesoderm, which directly segments into nascent somites, so the two share a recent common progenitor pool.",1
Axial progenitor,Notochord,5.775395277481683,-0.16322401541638065,-5.840114770996,0.0032567260270697585,0.0,3170,956,,,
Axial progenitor,Olfactory placode,5.975585409709278,-0.18231458638922238,-10.270055776325542,0.0016127573724206462,0.0,3170,5872,,,
Axial progenitor,Olfactory sensory neuron,5.728239365464041,-0.2237543970290202,-5.059853504366252,0.007416585491824067,0.01,3170,389,,,
Axial progenitor,Otic placode,5.891769711155793,-0.13336994485113607,-5.696853599411525,0.00022114353339447232,0.0,3170,2365,,,
Axial progenitor,Otic sensory neuron,5.7547369575362,-0.16994256350395412,-5.696779312882538,0.00016277700598462986,0.0,3170,974,,,
Axial progenitor,Periocular mesoderm,5.5515032530268975,-0.2933075350155206,-11.448741067715547,0.004083468880325509,0.0,3170,1739,,,
Axial progenitor,Pharyngeal arch mesenchyme,6.329718049865092,-0.11951403596129466,-7.772879303759027,0.0010537281434359125,0.0,3170,39085,,,
Axial progenitor,Pharyngeal endoderm,5.683420711101533,-0.31991561366802657,-20.114566863460094,0.006553011556726266,0.0,3170,5045,,,
Axial progenitor,Pharyngeal mesoderm,5.91350986364844,-0.2966321486478076,-23.529284073804657,0.002240544837713111,0.0,3170,7691,,,
Axial progenitor,Presomitic mesoderm,8.096256422864023,1.6252734350053915,95.30940517240892,0.006069400911915683,0.0,3170,8521,Axial progenitor; Presomitic mesoderm,"Axial progenitors (neuromesodermal progenitors in the caudal lateral epiblast/tailbud) are the direct bipotent source of presomitic mesoderm, so the two cell types share ancestry because PSM is continuously generated from this Tbx6+/Sox2+ progenitor pool alongside spinal neural tube.",1
Axial progenitor,Primordial germ cell,4.638484343076102,-0.5571993194831997,-4.408136497988007,0.00019236327326648244,0.0,2248,25,,,
Axial progenitor,Roof plate,6.700854510638571,0.19594360768545224,11.022600470014732,0.01077438082931421,0.0,3170,6035,,,
Axial progenitor,Sacral neural crest,7.027634690028539,0.8024526462174446,35.57937532148021,0.005574555370369087,0.0,3170,2156,,,
Axial progenitor,Sclerotome,6.8258422539519215,0.16374613389802248,11.271021265196971,0.00819669481531018,0.0,3170,74334,,,
Axial progenitor,Second heart field,5.95719500387649,-0.271749844781775,-18.074912563636754,0.003527089215938838,0.0,3170,6952,,,
Axial progenitor,Somatic mesoderm,6.699266091296899,0.05260685890343986,4.102970652211857,0.004403830391962226,0.25,3170,66151,,,
Axial progenitor,Somatic motor neuron,6.945854973379355,0.506107762329895,28.931475246253115,0.0030894494523883795,0.0,3170,6559,,,
Axial progenitor,Spinal cord (cervical),7.106038833022698,0.4627845189927558,32.379743394542416,0.0019231792673978653,0.0,3170,41051,,,
Axial progenitor,Spinal cord (lumbar),7.872854980993626,1.3719171044569485,82.49441985326781,0.010326335913397435,0.0,3170,12722,Axial progenitor; Spinal cord (lumbar),"Axial progenitors (neuromesodermal progenitors, NMPs) in the caudal lateral epiblast/tailbud directly generate the posterior neural tube, so lumbar (posterior) spinal cord neurectoderm descends from this same self-renewing progenitor pool.",1
Axial progenitor,Spinal cord (sacral),8.219897068979005,1.7837424102861814,96.62975972355433,0.005145007940272871,0.0,3170,5351,Axial progenitor; Spinal cord (sacral),"Axial progenitors (neuromesodermal progenitors of the caudal lateral epiblast/tailbud) are the direct bipotent source of caudal neural tube, so sacral spinal cord neurectoderm is generated from this same Sox2/T-expressing progenitor pool, explaining their strong shared ancestry.",1
Axial progenitor,Spinal cord (thoracic),7.484267490697351,0.9086996120811088,63.33334989214011,0.007003461119998407,0.0,3170,35061,Axial progenitor,"Axial progenitors (neuromesodermal progenitors, NMPs) in the caudal lateral epiblast/tailbud are the direct source of posterior/trunk spinal cord neuroepithelium, so thoracic spinal cord cells arise from this same self-renewing progenitor pool during body-axis elongation.",1
Axial progenitor,Spinal cord interneuron,6.990858800248245,0.27317587803965004,18.57413856839237,0.002815914480469777,0.0,3170,12470,,,
Axial progenitor,Splanchnic mesoderm,6.37299358659756,-0.18693840650373872,-11.489792509003188,0.00975065665232457,0.0,3170,21642,,,
Axial progenitor,Surface ectoderm,5.732338013076368,-0.24562173296747206,-10.780977512254509,0.0014759996980043817,0.0,3170,2649,,,
Axial progenitor,Telencephalon,6.299280410230794,-0.16007772636811315,-11.542277760055185,0.001896185070073208,0.0,3170,34300,,,
Axial progenitor,Trigeminal ganglion neuron,5.917772691588554,-0.1944409077133106,-8.172641055541652,0.0050183003809519625,0.0,3170,1765,,,
Axial progenitor,Trigeminal placode,6.071514470979269,-0.1856817777141888,-10.525531873440373,0.006243456249909157,0.0,3170,6546,,,
Axial progenitor,Trigeminal sensory neuron,5.965619893385557,-0.1874477436370506,-9.49434949504486,0.001352430061655374,0.0,3170,3198,,,
Axial progenitor,Trunk neural crest,6.775328435628474,0.44122515195487316,24.34770850094874,0.003645918741611175,0.0,3170,6809,,,
Axial progenitor,Vagal neural crest,6.547377972902322,0.2009706924428709,10.387413620187127,0.0024652134678250764,0.0,3170,4937,,,
Cranial motor neuron,Cranial motor neuron,9.500000000006745,-1.7763568394002505e-15,-1.7762621811360296e-05,1.3568407569801403e-28,1.0,3730,3730,,,
Cranial motor neuron,Cranial neural crest,5.913422245435466,-0.38265715943578965,-23.59050257406245,0.0029067362486346576,0.0,3730,9523,,,
Cranial motor neuron,Dermomyotome,6.522201455692037,-0.00982574923635878,-0.9795436625068371,0.0017309062117614282,0.71,3730,47263,,,
Cranial motor neuron,Diencephalon,6.495641290443225,0.2787208226409185,18.52914255139857,0.011276204103042788,0.0,3730,14353,,,
Cranial motor neuron,Dorsal root ganglion neuron,5.610482256722901,-0.3820854820073765,-12.774811968635797,0.00981726755321979,0.0,3730,1179,,,
Cranial motor neuron,Dorsal root ganglion progenitor,5.677085023937907,-0.3339730137416665,-11.088168948162112,0.0001695413679742815,0.0,3730,921,,,
Cranial motor neuron,Endocardial cell,5.656036705852049,-0.2968598994937093,-13.236182649313882,0.010551374732502772,0.0,3730,1558,,,
Cranial motor neuron,Endothelial cell,5.985814182359573,-0.41369782085454404,-28.62276880746843,0.008784997188350631,0.0,3730,9605,,,
Cranial motor neuron,Endothelial progenitor,5.966717165844297,-0.3092060690036167,-13.206574232728377,0.003473955045105004,0.0,3730,1988,,,
Cranial motor neuron,Epibranchial placode,5.523225667064938,-0.3261631229536128,-16.07267760308657,0.005925991089543143,0.0,3730,3606,,,
Cranial motor neuron,Epibranchial sensory neuron,5.491426054989361,-0.32468839765525787,-11.34955587550778,0.0037806945146754787,0.0,3730,1270,,,
Cranial motor neuron,Epicardium,5.613245435517803,-0.29444783187600204,-11.339368294495799,0.00437379861805166,0.0,3730,1288,,,
Cranial motor neuron,Epidermal progenitor,5.701932584832483,-0.4467772145017612,-31.91311223436131,0.001833841492255126,0.0,3730,24337,,,
Cranial motor neuron,Extraembryonic mesoderm,5.58803261572663,-0.3431889669142049,-22.991809436126733,0.008847642197874477,0.0,3730,5300,,,
Cranial motor neuron,Eye field,6.396303943206564,0.2339421980619134,14.428899060267634,0.018664269900288563,0.0,3730,8896,,,
Cranial motor neuron,First heart field,5.701516573580683,-0.25212854757106956,-10.336976925465175,0.006158749660026527,0.0,3730,1531,,,
Cranial motor neuron,Floor plate,7.8083821080588365,1.5432971405561637,102.47136004864915,0.0036745864316653507,0.0,3730,16788,Cranial motor neuron; Floor plate,"Both derive from the ventral neural tube neuroepithelium, where cranial motor neurons (from the pMN/basal-plate domain) and the floor plate (the ventral-most FP domain) arise as spatially adjacent progenitor populations patterned by graded Shh from the notochord, so they share recent common ancestors within the ventral neural progenitor pool.",2
Cranial motor neuron,Foregut,5.586270266269364,-0.1647876973395368,-7.824597624383071,0.009669044117766404,0.0,3730,2432,,,
Cranial motor neuron,Forelimb field,5.806868297934746,-0.3794059247442612,-30.21037256790946,0.01047062157641701,0.0,3730,25891,,,
Cranial motor neuron,Frontonasal mesenchyme,5.845448813250051,-0.34625559144484086,-26.123748844948693,0.0036616437042057462,0.0,3730,24672,,,
Cranial motor neuron,Head paraxial mesoderm,5.946166423276405,-0.21342777400443028,-16.30244506216214,0.00423109090177741,0.0,3730,32981,,,
Cranial motor neuron,Hematopoietic progenitor,5.140121629939021,-0.2577590183454929,-2.731925756216666,0.009035777234023363,0.18,3730,87,,,
Cranial motor neuron,Hemogenic endothelium,5.296109670895869,-0.3194785862857348,-4.630872558273908,0.022865513441850723,0.03,3730,141,,,
Cranial motor neuron,Hepatoblast,5.562157581189364,-0.06304568365352381,-1.0051828092826491,0.02410107398850089,0.0,3730,1255,,,
Cranial motor neuron,Hindbrain (isthmic organizer),6.6612773513715355,0.47141554330365515,25.172871002846804,0.006766481636019021,0.0,3730,3921,,,
Cranial motor neuron,Hindbrain (r1),6.7700530106502255,0.4551518646115789,32.61339347468768,0.0006009501784208228,0.0,3730,16440,,,
Cranial motor neuron,Hindbrain (r2-r4),7.21988003582565,0.805602128188131,57.55118210871538,0.003067072436528278,0.0,3730,26863,Hindbrain (r2-r4),Cranial motor neurons are born directly within the hindbrain neuroepithelium—rhombomeres r2–r4 host the trigeminal (V) and facial (VII) branchiomotor/visceromotor progenitors in their basal plate—so both cell types derive from the same rhombomeric neural progenitor pool.,1
Cranial motor neuron,Hindbrain (r5-r8),7.291411608677005,0.8514067053336397,63.991997775854564,0.0018296995606234296,0.0,3730,28972,Cranial motor neuron; Hindbrain (r5-r8),"Cranial motor neurons (branchiomotor/visceromotor/somatic nuclei of cranial nerves) are born directly from the ventral (pMN/Nkx6+ Olig2+) neuroepithelial progenitors of the caudal hindbrain rhombomeres r5–r8, so the two cell types are simply progenitor and differentiated derivative within the same rhombomeric neural-tube lineage.",1
Cranial motor neuron,Hindgut,5.534191324177013,-0.162681675740866,-8.962293498351702,0.026664768636957745,0.29,3730,3029,,,
Cranial motor neuron,Hindlimb field,5.7325047540309155,-0.41329163694574395,-24.511012630793715,0.018514047756484686,0.0,3730,6150,,,
Cranial motor neuron,Hypaxial myogenic progenitor,6.131687416242483,-0.0891078410009835,-5.599279679376134,0.004499194991958188,0.0,3730,5322,,,
Cranial motor neuron,Hypothalamic neuron,6.864963375371779,0.8162524469766289,33.865557829881006,0.0005018571211886554,0.0,3730,1528,Cranial motor neuron,Both are ventral CNS neurons derived from the same neuroectodermal lineage—Shh/Nkx2.1-patterned ventral neural tube progenitors (basal plate/floor-plate-adjacent neuroepithelium spanning the ventral diencephalon and hindbrain)—so their shared ancestry reflects a common neural-plate/neural-tube origin rather than distinct germ-layer sources.,2
Cranial motor neuron,Hypothalamus,6.947744987598663,0.8820135882858713,53.83951542411676,0.0012955471726482342,0.0,3730,7652,Cranial motor neuron,Both are ventral CNS neuronal populations arising from the anterior neuroectoderm/neural plate under Shh-dependent basal-plate programs — cranial motor neurons from the hindbrain basal plate and hypothalamic neurons from the ventral diencephalon — reflecting a shared ventral neural progenitor origin.,2
Cranial motor neuron,Intermediate mesoderm,6.001990570397401,-0.3437160661504069,-20.898224285315724,0.018414974283469755,0.0,3730,10656,,,
Cranial motor neuron,Juxtacardiac field,5.586332304108513,-0.26990017500655633,-9.509010815628557,0.0030860846941904944,0.0,3730,1386,,,
Cranial motor neuron,Lens placode,5.472791834721822,-0.44729608281807626,-22.823877932369328,0.0014051272999732324,0.0,3730,2811,,,
Cranial motor neuron,Macrophage,5.284469159987791,-0.23503720390507285,-7.152564911408593,0.016955192393614496,0.01,3730,966,,,
Cranial motor neuron,Megakaryocyte,5.32294676132571,-0.31446837484131507,-7.383568442945815,0.0025928616502861697,0.0,3730,482,,,
Cranial motor neuron,Mesothelium,5.608939320122583,-0.2174960694930149,-4.235362684027149,0.009082983143147285,0.08,3730,346,,,
